voltage,current,temperature,time,battery_type,power,voltage_drop_rate,temp_change_rate,current_spike,soc,soh,risk
11.0238,3.9804,29.8688,306.9173,Lead-acid,43.8785,0.00836,0.04473,1.0520,82.3605,72.2108,Low
13.4655,8.7298,55.9725,105.3382,NiMH,117.5507,0.03612,0.48063,3.8132,36.8063,72.6736,High
11.7682,0.9537,45.6019,321.0473,Li-ion,11.2232,0.02687,0.26621,1.5703,59.1563,66.6809,Medium
13.6276,4.3437,20.3818,370.9987,NiMH,59.1943,0.00796,0.29568,0.4434,86.7041,75.1614,Low
13.3228,6.7656,32.5547,232.4872,Li-ion,90.1370,0.00315,0.47805,0.1216,92.8467,74.8299,Low
11.9120,3.6515,20.8425,310.9260,Li-ion,43.4962,0.00942,0.40516,0.0299,83.4848,77.1107,Low
12.4744,1.9820,23.1017,62.2778,Lead-acid,24.7237,0.00384,0.46089,0.3745,91.7532,89.3068,Low
12.7985,0.9824,50.6005,166.5587,Li-ion,12.5727,0.04734,0.17526,4.5311,28.6301,72.6278,High
12.0908,9.1387,25.6732,345.3402,Li-ion,110.4949,0.00285,0.41499,0.0248,92.4045,73.8716,Low
10.4985,1.5449,20.3861,278.7007,Lead-acid,16.2192,0.02397,0.04232,0.2287,49.0001,77.0701,Medium
11.3360,6.2783,57.1557,122.1620,Lead-acid,71.1706,0.03203,0.03631,3.8232,30.2048,71.0425,High
13.1209,6.2324,51.3680,419.2622,Li-ion,81.7742,0.04480,0.02593,3.5072,30.0930,56.1952,High
10.7745,5.9455,43.8491,322.3082,Li-ion,64.0597,0.00665,0.13558,2.3288,87.1239,67.0379,Medium
12.8099,2.8230,52.7463,293.0265,Li-ion,36.1617,0.03416,0.44832,4.3240,45.4116,62.7224,High
10.0542,8.3899,21.4860,467.9921,Li-ion,84.3539,0.00634,0.07477,1.6729,88.0282,68.7607,Medium
13.6690,1.0311,29.8530,498.2321,Li-ion,14.0946,0.00473,0.11751,1.2244,93.7346,68.3360,Low
12.0050,8.2130,29.3785,316.6383,Lead-acid,98.5969,0.00431,0.44055,1.4674,89.1243,74.1295,Low
10.7460,8.7003,56.7369,68.0473,Li-ion,93.4930,0.03630,0.20671,4.6142,40.2242,71.2419,High
11.3496,7.0576,31.0147,98.1592,Li-ion,80.1016,0.00924,0.27833,0.2924,83.7277,86.5798,Low
11.2765,4.9315,21.9615,141.0611,Lead-acid,55.6098,0.00619,0.13148,0.8425,83.2661,82.9117,Low
11.4900,9.7583,33.4593,51.6022,Li-ion,112.1222,0.00828,0.05683,1.0513,81.9675,86.7810,Low
12.0675,7.8197,23.8489,262.0114,Lead-acid,94.3640,0.01114,0.25928,0.0371,73.1561,76.3177,Low
12.3405,9.2815,31.0432,392.7299,NiMH,114.5385,0.00875,0.45599,0.6492,82.1879,66.8538,Low
12.3798,9.9113,20.9707,70.1535,Li-ion,122.7001,0.01465,0.42067,0.5079,74.5173,88.4027,Low
13.0399,2.8145,58.9731,193.1619,NiMH,36.7006,0.04924,0.28787,3.7504,13.7573,65.0992,High
10.8840,7.9985,58.6837,53.8208,NiMH,87.0563,0.04857,0.41624,4.1911,13.4880,71.8904,High
12.2668,8.5697,33.9331,341.7471,Lead-acid,105.1227,0.00519,0.27488,0.8459,85.0790,70.3775,Low
13.3988,9.1867,54.6508,188.6918,Li-ion,123.0911,0.04411,0.37680,3.5295,30.3442,63.4065,High
12.8497,4.7040,23.1795,372.1906,Lead-acid,60.4451,0.01658,0.19839,0.2419,63.3559,71.8505,Medium
11.7442,9.4903,29.7137,461.9506,NiMH,111.4562,0.00749,0.13255,2.7073,82.2591,67.3778,Medium
10.4362,5.2865,27.1437,473.2537,Li-ion,55.1707,0.01189,0.03125,0.7699,80.8232,70.7751,Low
12.0299,8.9532,26.1388,393.5857,Lead-acid,107.7066,0.00426,0.03979,1.9406,88.4437,68.8256,Medium
13.4955,3.4484,22.3112,170.3956,NiMH,46.5380,0.00576,0.38705,0.7252,87.2189,86.2019,Low
12.6147,3.9703,23.9497,330.1349,NiMH,50.0844,0.00862,0.41938,0.2608,83.8230,75.0808,Low
12.7605,4.7354,30.5702,184.2559,Li-ion,60.4266,0.01348,0.17284,0.9442,76.2773,82.6508,Low
13.9627,1.3518,57.7951,344.4918,Li-ion,18.8742,0.04399,0.40835,4.3209,34.0647,54.8783,High
13.1569,6.6494,26.1315,42.2968,Lead-acid,87.4856,0.00574,0.05631,0.8968,85.8623,86.9668,Low
13.5034,3.6033,52.0833,93.7417,NiMH,48.6571,0.04316,0.41949,4.6221,27.1327,72.3707,High
10.5815,0.8081,22.7726,293.2654,Li-ion,8.5510,0.00177,0.30561,0.5235,96.2917,78.1136,Low
10.6350,6.9638,45.2973,321.1046,NiMH,74.0597,0.02943,0.43088,0.4919,46.0872,67.5566,Medium
11.5661,2.3653,53.3548,160.0231,Lead-acid,27.3572,0.03169,0.38740,4.9324,32.5873,71.1039,High
13.4649,3.9132,57.4051,171.1382,NiMH,52.6902,0.04404,0.44054,4.4980,24.6121,64.9678,High
12.9602,1.6971,35.6435,496.0427,Lead-acid,21.9942,0.01320,0.14912,2.1390,69.6529,62.3278,Medium
12.5038,9.5518,22.4022,123.4693,Li-ion,119.4336,0.02513,0.11567,0.2323,58.4549,85.1205,Medium
12.3005,0.9266,58.0453,252.6956,Lead-acid,11.3975,0.04860,0.13746,4.1719,0.0000,66.3967,High
13.0704,2.9133,59.4329,176.8614,Lead-acid,38.0774,0.03504,0.03551,4.9079,24.0849,67.3309,High
12.5506,3.5294,53.9429,192.8838,Li-ion,44.2958,0.04856,0.39501,4.7314,23.8654,66.8379,High
12.4413,3.4833,20.8729,41.3813,Li-ion,43.3362,0.02890,0.09810,0.8155,55.4523,91.1150,Medium
10.1307,3.2685,22.2631,423.3541,NiMH,33.1125,0.00171,0.34258,2.2074,97.4513,72.1785,Medium
11.4974,7.5419,51.8267,431.3851,NiMH,86.7122,0.03986,0.08513,4.9490,27.6007,56.7353,High
11.0770,3.1653,42.5950,182.0020,Lead-acid,35.0618,0.02077,0.21486,0.8977,53.8666,72.0869,Medium
12.6255,3.9730,26.9954,310.6687,Lead-acid,50.1616,0.02837,0.36099,0.3782,38.0306,76.0176,Medium
12.9017,1.3592,21.8342,348.9744,Lead-acid,17.5359,0.00289,0.43725,2.3011,95.0485,75.6111,Medium
13.4689,4.7146,54.9892,374.8919,Li-ion,63.5003,0.03416,0.24112,4.0805,46.9625,57.0630,High
10.2085,9.0112,54.5968,350.1005,NiMH,91.9911,0.04058,0.40069,3.9766,27.4860,61.0750,High
11.0502,4.2860,27.1378,222.9006,Li-ion,47.3614,0.01143,0.35196,0.8222,81.8391,81.5662,Low
10.2816,3.3871,32.3546,472.8557,Li-ion,34.8246,0.00472,0.48069,0.0610,89.8099,67.2090,Low
11.9677,7.6770,24.3014,156.8092,Lead-acid,91.8761,0.00849,0.38528,1.0317,80.0769,83.1092,Low
12.8969,9.8095,22.1114,483.9622,Li-ion,126.5112,0.01453,0.40425,1.2902,73.3069,70.2934,Low
11.5288,5.9585,55.0895,481.2048,NiMH,68.6947,0.03179,0.44151,4.0108,44.6081,53.1479,High
11.7671,6.9185,31.7864,260.4753,Lead-acid,81.4105,0.00949,0.39893,0.4834,78.8988,75.7185,Low
13.2963,4.8094,57.3260,91.4402,Lead-acid,63.9465,0.03960,0.32582,4.3095,13.3526,70.4465,High
12.1673,3.2819,55.6128,42.3196,NiMH,39.9323,0.03522,0.02156,3.3171,38.0181,72.9569,High
12.1711,4.1249,26.3829,424.0949,Li-ion,50.2038,0.01770,0.34739,1.7549,71.0185,71.0222,Medium
11.7372,9.3373,33.8281,69.0649,Li-ion,109.5944,0.00568,0.38749,1.3197,88.5632,85.9091,Low
10.1355,8.7312,33.1920,413.3669,Lead-acid,88.4956,0.01173,0.47084,0.6094,71.4563,65.4638,Low
10.5228,3.2709,28.8784,426.9477,Li-ion,34.4194,0.00187,0.46376,0.9937,95.3993,72.2339,Low
13.2639,7.1123,21.3145,102.2283,Lead-acid,94.3368,0.00289,0.02314,0.2862,90.9349,83.6919,Low
13.3857,6.5334,52.9876,371.1492,Li-ion,87.4538,0.03912,0.15386,3.6442,37.3563,59.9246,High
10.5759,4.8694,40.5107,358.2361,Lead-acid,51.4980,0.00551,0.27533,2.3761,85.2452,65.6456,Medium
10.0717,4.2519,23.8898,16.5193,NiMH,42.8234,0.01043,0.33134,0.6507,80.4128,90.8491,Low
13.6359,3.0192,42.4141,167.3256,Li-ion,41.1699,0.01250,0.39380,1.8447,78.9958,77.0902,Medium
12.9156,6.1831,54.0800,376.3725,Lead-acid,79.8580,0.03169,0.19686,3.2246,29.1915,57.6978,High
11.3224,6.8169,28.3227,268.0875,Lead-acid,77.1842,0.01336,0.33720,2.7153,70.2258,76.1859,Medium
10.4854,1.7667,26.9682,237.6752,NiMH,18.5248,0.00880,0.27025,1.3762,84.5628,78.8653,Low
13.0421,5.0380,44.9061,495.0348,Li-ion,65.7065,0.02602,0.04557,0.4289,56.8374,57.4340,Medium
11.1296,4.2823,48.9696,105.4930,Lead-acid,47.6603,0.00521,0.37840,1.0521,88.1234,77.4518,Medium
11.6245,6.3993,57.0240,460.4949,Li-ion,74.3890,0.03437,0.16441,4.2860,46.5403,49.5206,High
10.6754,6.1847,36.5108,29.4751,Lead-acid,66.0244,0.01853,0.44642,1.5007,58.3058,82.5851,Medium
11.0782,6.4237,58.5969,241.9194,Lead-acid,71.1631,0.03940,0.41664,4.7197,14.3594,63.8916,High
13.1233,9.3876,35.2513,227.7707,Lead-acid,123.1968,0.00815,0.25602,2.5450,78.7887,75.1065,Medium
11.1475,8.3827,29.7494,351.0753,NiMH,93.4467,0.01208,0.07801,0.2064,76.9342,71.1380,Low
12.0267,4.2182,28.5832,252.3987,NiMH,50.7307,0.00766,0.48573,1.2815,85.7538,77.0087,Low
13.9890,3.2832,57.4642,296.2971,Lead-acid,45.9284,0.04119,0.02370,4.0898,10.3132,59.4690,High
12.5462,1.6797,22.3104,336.2976,Li-ion,21.0737,0.00520,0.15097,0.9608,90.0860,79.8832,Low
10.4371,2.3201,20.9092,272.7800,Li-ion,24.2151,0.01119,0.07869,1.2009,80.6776,80.7101,Low
11.3932,4.2179,25.8451,45.1934,Li-ion,48.0560,0.00687,0.36611,2.2107,86.9283,93.4839,Medium
12.4500,5.9647,24.4488,111.5017,Li-ion,74.2603,0.01154,0.34549,1.0471,80.4391,87.4105,Low
12.3620,9.3025,53.0977,106.3639,NiMH,114.9970,0.03842,0.38716,4.0810,31.8848,69.4696,High
11.9905,5.2371,20.0530,405.6527,Li-ion,62.7955,0.01172,0.30791,0.0183,79.9542,72.2543,Low
11.7844,9.6249,30.2176,242.5453,Li-ion,113.4243,0.00439,0.28015,0.7332,88.8147,79.3750,Low
11.9847,2.4433,54.7448,285.0164,Lead-acid,29.2827,0.04436,0.17354,4.2125,6.7466,65.3936,High
12.5579,7.3814,51.4318,454.6455,NiMH,92.6944,0.04283,0.35850,3.8447,24.8639,55.9300,High
11.0333,5.1325,59.1472,125.1440,Li-ion,56.6287,0.04496,0.11622,4.1345,30.0257,68.6281,High
10.8921,7.9150,51.5294,390.3717,Li-ion,86.2112,0.04694,0.22064,4.6238,25.2645,59.6207,High
10.8664,2.1483,51.5215,313.4960,Lead-acid,23.3447,0.04672,0.11509,3.4445,0.0000,65.1001,High
11.5114,4.3071,35.5965,410.9650,NiMH,49.5813,0.02337,0.43954,2.3983,59.9911,64.1747,Medium
12.1641,3.3396,54.4805,333.7632,NiMH,40.6235,0.04721,0.09732,4.3043,19.1071,63.3570,High
10.8842,6.3082,21.4475,366.8003,NiMH,68.6596,0.01840,0.30856,2.0916,66.0309,73.0022,Medium
11.7314,9.0204,53.6484,201.0677,Li-ion,105.8222,0.04816,0.14165,3.1399,21.0087,67.2622,High
13.5339,1.6607,52.3461,366.9410,Lead-acid,22.4760,0.04100,0.40529,4.1949,13.4387,58.9653,High
11.0535,5.7685,47.9832,465.7613,Li-ion,63.7621,0.00538,0.37400,0.3563,87.9667,53.8641,Medium
12.8179,0.7624,52.9196,417.2750,Lead-acid,9.7724,0.03929,0.26821,3.2001,14.7917,56.8246,High
13.7332,7.8011,54.3348,471.7700,Li-ion,107.1335,0.04500,0.10878,4.5400,28.4574,52.6688,High
11.1083,2.0869,59.4136,381.0899,NiMH,23.1815,0.03558,0.36705,3.9782,40.3791,56.2691,High
12.9235,2.6454,29.8529,139.2679,NiMH,34.1876,0.02945,0.15515,0.9496,47.2040,83.3736,Medium
10.8280,4.8812,39.8440,130.0730,NiMH,52.8538,0.01218,0.30559,2.6386,79.3037,79.5819,Medium
10.5335,4.4211,34.4539,353.0070,Lead-acid,46.5694,0.01459,0.37673,0.6793,66.4301,70.2186,Low
10.0649,5.7565,20.6857,296.1756,Lead-acid,57.9381,0.01310,0.36281,1.1119,69.0467,74.5209,Low
12.9185,3.4692,26.2072,163.1365,Li-ion,44.8168,0.01258,0.13490,0.5981,81.1734,86.3289,Low
13.0682,9.6974,56.6999,83.1530,Li-ion,126.7277,0.04075,0.44643,4.2131,32.3312,69.2448,High
11.7442,8.5185,27.7307,392.6591,Li-ion,100.0428,0.01416,0.39484,0.7360,75.0902,69.4732,Low
11.7869,8.3667,51.0936,315.2198,Li-ion,98.6172,0.04428,0.45709,3.2548,27.1052,59.2045,High
11.3004,4.4057,57.3810,333.1649,Li-ion,49.7864,0.04593,0.34335,4.7442,27.7440,55.7302,High
12.0984,1.8287,48.1169,438.3654,Li-ion,22.1245,0.01713,0.21489,1.8472,71.0936,56.3558,Medium
13.0362,1.3249,34.8201,133.5566,NiMH,17.2713,0.02069,0.05510,2.8402,63.2862,82.8003,Medium
12.4479,3.0352,21.6016,287.8511,Li-ion,37.7819,0.00359,0.12315,1.1437,92.2274,80.9373,Low
11.7408,8.2272,43.5370,107.0937,NiMH,96.5947,0.02083,0.03433,2.0123,61.2677,74.4653,Medium
11.2922,1.7116,26.3691,386.0924,Li-ion,19.3276,0.01110,0.18278,1.7241,82.3073,74.4038,Medium
10.3741,3.6869,50.8936,33.0471,Li-ion,38.2486,0.04576,0.13420,3.3048,27.3005,77.3377,High
10.8475,5.6910,27.0679,377.6740,Lead-acid,61.7335,0.00565,0.27891,1.1100,86.2174,73.5091,Low
10.3780,7.6500,27.7080,276.4190,Li-ion,79.3917,0.01173,0.43750,0.2749,80.3001,78.8814,Low
13.9199,4.8649,51.6313,137.3792,Lead-acid,67.7190,0.04203,0.42523,4.4195,9.1502,69.8572,High
10.6199,8.3170,42.8128,409.0384,NiMH,88.3264,0.02072,0.22976,1.1682,59.9024,64.0354,Medium
13.9250,2.7670,21.0051,65.6433,NiMH,38.5306,0.01093,0.24446,0.3071,82.0676,89.5650,Low
12.2397,4.2166,52.6238,189.2441,Li-ion,51.6099,0.04984,0.47630,4.0337,22.0210,66.2439,High
13.9171,2.9639,47.3785,225.4032,Lead-acid,41.2484,0.01168,0.05528,0.5877,73.4074,69.3848,Medium
12.7931,4.3407,57.7547,399.1521,Lead-acid,55.5307,0.04457,0.12323,4.9789,5.0195,57.0070,High
11.1981,9.7096,32.1719,108.8617,NiMH,108.7285,0.01034,0.32137,0.2499,80.4288,79.9057,Low
13.7049,3.1878,33.0752,439.6988,Lead-acid,43.6885,0.01269,0.31034,1.1217,72.8107,64.5625,Low
12.8574,5.4368,31.6934,131.3403,Lead-acid,69.9036,0.01094,0.17065,2.5052,74.9147,82.9478,Medium
10.6182,2.6006,25.1047,102.3242,Lead-acid,27.6135,0.01375,0.44956,0.1536,70.1925,87.9736,Low
12.3300,1.9069,33.5589,72.4483,NiMH,23.5120,0.00864,0.16105,1.2519,86.1481,86.1974,Low
11.5632,3.7783,48.2652,33.9670,NiMH,43.6893,0.02108,0.42215,1.0744,63.8732,78.3612,Medium
13.4679,6.5887,59.1109,287.5150,Li-ion,88.7359,0.03829,0.45183,4.2108,38.1412,60.4171,High
12.3062,9.9257,51.0385,50.4974,Li-ion,122.1476,0.04664,0.34652,4.8277,24.6673,74.7594,High
10.3074,7.9457,20.4095,133.5050,NiMH,81.9004,0.00779,0.31174,0.1902,82.6853,83.5204,Low
13.2868,9.3280,58.1744,203.5501,Li-ion,123.9394,0.03665,0.30699,4.6688,42.1455,62.9173,High
11.9201,2.9511,59.4566,130.0225,Li-ion,35.1778,0.04747,0.03482,4.1178,27.8829,67.9529,High
13.3228,1.1049,28.2244,452.5355,NiMH,14.7197,0.01644,0.26605,0.5605,69.8485,67.1780,Medium
13.9196,6.0452,32.2362,400.4099,Lead-acid,84.1463,0.00616,0.36541,1.0107,85.2505,65.1474,Low
13.9828,8.8969,51.2073,363.2930,NiMH,124.4031,0.03201,0.18956,4.4289,43.6816,57.9785,High
11.2734,8.9146,56.3639,384.5159,NiMH,100.4977,0.04419,0.25206,3.3975,19.9942,54.5199,High
10.7579,6.9778,53.8189,253.4492,NiMH,75.0660,0.04263,0.31572,4.7562,26.3539,64.0088,High
12.6729,7.7612,20.5074,212.0722,NiMH,98.3569,0.01285,0.42285,1.4178,73.9698,81.8800,Low
13.4841,2.1116,55.2040,277.3637,NiMH,28.4736,0.03790,0.33590,3.8549,36.4074,63.9327,High
10.6215,3.6041,21.1853,297.3542,Lead-acid,38.2813,0.01389,0.38398,1.4615,69.6352,77.1272,Low
13.3358,6.5711,55.3772,440.3089,NiMH,87.6310,0.04839,0.44819,3.1966,15.4675,56.1183,High
10.7836,6.0334,54.3740,227.2237,Lead-acid,65.0617,0.03437,0.21146,4.2776,23.1322,67.3637,High
13.3223,5.7048,29.1898,449.6320,Lead-acid,76.0007,0.01107,0.37439,0.7572,74.0934,65.2880,Low
13.9738,9.1301,55.5263,107.2451,Lead-acid,127.5826,0.04292,0.10708,3.2193,5.6255,70.3302,High
11.0682,6.9626,58.9472,446.2438,Lead-acid,77.0640,0.04060,0.25405,3.9483,9.3807,51.4890,High
12.7388,4.4485,34.4574,421.5470,Lead-acid,56.6684,0.00808,0.24946,0.7425,79.3895,63.4314,Low
12.4658,9.6474,57.5216,226.2759,NiMH,120.2631,0.04953,0.06386,4.1518,12.4868,64.2463,High
11.7500,3.2998,22.0210,351.5485,NiMH,38.7725,0.01358,0.10299,0.7280,74.3384,74.0009,Low
10.7057,2.8652,24.6408,149.8229,NiMH,30.6742,0.02571,0.22965,0.7225,55.6917,83.7951,Medium
11.3633,2.7487,56.0919,68.2018,NiMH,31.2346,0.03955,0.40465,3.4577,32.8352,73.6786,High
11.0313,3.7331,44.1782,184.0681,Lead-acid,41.1807,0.00796,0.03287,0.6611,83.1093,72.2573,Medium
12.8443,2.6931,56.0119,132.4980,NiMH,34.5913,0.04938,0.03282,3.5351,13.2718,69.8041,High
11.6032,5.3128,21.1095,460.9922,Lead-acid,61.6458,0.01487,0.34894,0.7189,66.4511,69.3414,Low
12.5557,5.9946,34.0555,27.8781,Li-ion,75.2660,0.02770,0.37540,1.8712,53.9690,87.7297,Medium
13.3938,0.9493,34.1870,188.3770,Lead-acid,12.7147,0.00779,0.30304,1.8527,82.8904,78.1195,Medium
13.0088,3.9682,22.7587,206.2904,Lead-acid,51.6220,0.00694,0.23086,0.6286,83.9610,83.2882,Low
11.8002,3.8754,22.6970,101.0376,NiMH,45.7307,0.00813,0.30624,0.8281,84.9375,88.9071,Low
11.9975,8.0626,54.2088,206.6745,NiMH,96.7315,0.04411,0.35893,4.3665,22.6757,68.9011,High
13.0656,7.9652,43.4938,427.6551,NiMH,104.0701,0.00879,0.30896,0.4613,80.5035,63.0608,Medium
11.6041,4.5746,22.9740,137.4773,Lead-acid,53.0841,0.01082,0.05364,0.2531,74.6543,86.4474,Low
11.7259,1.9309,23.9571,256.0733,Lead-acid,22.6414,0.02873,0.25888,0.2480,36.3979,77.6731,Medium
10.0813,8.7966,28.1612,31.3319,NiMH,88.6820,0.01201,0.19957,0.7614,75.5579,89.3300,Low
13.2973,1.2078,56.4202,417.8746,NiMH,16.0610,0.04768,0.45780,4.7930,18.8615,54.4787,High
12.7553,2.0265,40.2344,351.3781,Li-ion,25.8493,0.01527,0.18380,1.4027,76.6010,66.9500,Medium
12.4640,7.4888,27.3179,130.6605,Li-ion,93.3409,0.01013,0.04511,0.2941,82.6104,84.6376,Low
10.9063,1.6908,23.3354,73.8069,Li-ion,18.4400,0.01300,0.04852,0.2135,80.2040,92.3916,Low
10.0859,2.2961,27.1086,20.7979,Li-ion,23.1581,0.00688,0.40297,1.1066,89.8922,92.2811,Low
11.2580,0.8005,32.9689,212.7961,Li-ion,9.0117,0.01152,0.25356,1.0579,81.0024,78.9791,Low
12.5021,3.0141,34.4016,49.7819,NiMH,37.6829,0.00239,0.12753,1.1441,94.9406,83.4899,Low
13.5240,1.8027,30.9615,388.9956,Li-ion,24.3800,0.00243,0.37905,0.4700,94.0875,73.9285,Low
10.3959,8.0550,52.2189,365.5230,Li-ion,83.7388,0.03920,0.09375,4.9170,36.2161,60.1530,High
11.1497,9.9135,43.2334,272.0331,Li-ion,110.5319,0.02834,0.21768,2.7508,53.5580,69.3648,Medium
10.1400,1.6407,39.2157,79.5007,Lead-acid,16.6369,0.02101,0.23389,0.8775,56.4183,83.7162,Medium
11.4539,3.2229,48.9155,210.4263,NiMH,36.9152,0.02881,0.31364,1.4404,50.4627,69.5805,Medium
13.0357,5.5586,53.5848,251.6438,Li-ion,72.4605,0.04730,0.22110,3.7459,25.6602,64.3892,High
10.3052,2.2699,56.4584,73.6955,Li-ion,23.3920,0.03958,0.05212,4.5504,36.7293,71.3543,High
12.6164,9.8981,32.2457,476.2295,Lead-acid,124.8781,0.02624,0.43408,0.0351,39.1916,64.0650,Medium
11.9833,2.0713,34.0156,378.2007,NiMH,24.8215,0.00808,0.16711,0.7039,84.7625,68.0587,Low
10.6253,2.5887,25.7212,375.9094,Lead-acid,27.5060,0.01251,0.40042,0.0462,73.7792,71.3371,Low
12.4740,9.7523,34.4871,186.7571,NiMH,121.6496,0.00943,0.34016,0.7301,80.8353,76.4432,Low
11.7566,4.9526,28.9257,159.0047,Lead-acid,58.2262,0.01254,0.20723,1.3818,70.4618,81.4926,Low
10.5899,8.7109,24.7161,65.6674,NiMH,92.2476,0.00309,0.48529,2.1888,90.8847,88.0779,Medium
13.3983,8.3121,25.5586,61.7140,NiMH,111.3686,0.00808,0.48079,0.5118,83.4756,89.6161,Low
13.2346,4.9810,20.4396,185.1421,Li-ion,65.9216,0.01235,0.29615,0.4214,78.0437,83.0448,Low
11.6072,0.9273,26.6190,432.3674,NiMH,10.7639,0.01222,0.02140,2.4081,78.6096,69.9613,Medium
12.7189,2.1070,57.6386,262.3683,Lead-acid,26.7991,0.04188,0.31278,3.4485,11.5531,65.0525,High
12.9899,8.9392,38.5109,398.6586,Li-ion,116.1192,0.01942,0.28834,0.6700,68.6738,62.4094,Medium
12.0232,7.3261,51.9242,85.4185,NiMH,88.0837,0.04285,0.41870,4.8349,23.5064,74.1858,High
11.2245,1.1202,24.6814,32.4020,Lead-acid,12.5739,0.00244,0.47475,0.7550,94.1950,90.2573,Low
12.9505,0.8183,23.7344,235.8090,NiMH,10.5980,0.01180,0.38779,0.6644,79.7021,83.4565,Low
13.2702,8.0692,29.0666,169.6762,Lead-acid,107.0800,0.00278,0.32823,0.1544,92.0271,80.2361,Low
10.2695,1.4329,26.9190,365.5387,NiMH,14.7153,0.00870,0.24872,0.4360,83.9682,71.6181,Low
11.9349,2.2484,25.8216,125.1146,NiMH,26.8346,0.02871,0.42539,0.8848,49.3299,86.4476,Medium
12.9427,2.8024,30.3772,26.9087,NiMH,36.2699,0.02467,0.40843,2.7332,57.4667,89.2876,Medium
10.4438,2.0882,57.5631,405.7941,Lead-acid,21.8093,0.04605,0.48256,4.9976,1.1945,54.1707,High
11.4743,8.4918,55.2603,422.3030,Li-ion,97.4371,0.03797,0.45463,4.1365,38.3497,54.5395,High
13.5337,7.2567,54.0351,273.7799,Li-ion,98.2100,0.03663,0.43617,4.3424,41.2343,61.8917,High
10.0123,6.4001,51.6372,114.7139,NiMH,64.0792,0.04477,0.19027,3.8602,22.4980,70.8353,High
10.0285,3.6717,53.8557,167.6610,Li-ion,36.8215,0.04617,0.43817,3.1677,28.8946,70.2028,High
12.9643,4.4341,56.7504,141.3237,NiMH,57.4850,0.03404,0.23165,4.7614,40.3517,68.2664,High
12.9064,8.9114,30.4473,330.9117,NiMH,115.0145,0.00856,0.41851,0.8810,82.3415,74.1438,Low
12.7052,4.1563,29.9257,421.1262,Lead-acid,52.8069,0.00448,0.28359,0.5186,90.7685,65.6687,Low
10.1922,2.4447,51.1886,446.2219,Li-ion,24.9168,0.04876,0.10334,4.1239,24.0544,57.9961,High
13.9640,2.7133,44.7751,460.7403,Lead-acid,37.8885,0.00994,0.38845,0.4817,75.8978,61.4097,Medium
11.1144,3.0556,58.4193,224.1527,Li-ion,33.9617,0.04592,0.23003,4.9603,30.3178,62.3151,High
10.5541,6.5464,32.4335,383.2226,Lead-acid,69.0910,0.02736,0.33694,0.3918,37.8477,69.3239,Medium
13.1495,5.6716,56.1986,307.1637,NiMH,74.5785,0.04100,0.10732,4.4564,28.4080,61.5626,High
13.6045,3.7527,51.7016,137.9203,Li-ion,51.0536,0.03635,0.43339,4.3177,44.1997,71.5872,High
11.0409,7.2066,22.2293,223.8506,Li-ion,79.5678,0.00422,0.49765,0.0538,92.3726,80.0701,Low
12.8961,5.5182,55.2542,145.8414,Lead-acid,71.1635,0.04742,0.40267,4.6223,0.0000,72.4553,High
13.3546,3.5112,31.5314,48.3178,Lead-acid,46.8911,0.02548,0.30664,1.0472,43.3023,84.2733,Medium
10.9752,5.6635,32.1504,141.0538,NiMH,62.1583,0.01962,0.27637,1.4128,62.4679,78.9620,Medium
12.8366,7.9995,33.1515,293.2137,NiMH,102.6865,0.00672,0.06774,0.2835,83.4032,73.4364,Low
11.7073,5.3191,57.9277,486.2765,Li-ion,62.2725,0.03528,0.24008,3.4919,42.2536,46.7873,High
13.5892,6.0084,39.4710,423.5921,Li-ion,81.6490,0.01336,0.21908,1.6642,76.4511,62.6672,Medium
11.5564,3.1222,53.3469,410.3924,Lead-acid,36.0813,0.04884,0.06699,4.4451,0.0000,57.8987,High
12.5212,7.9515,59.0428,191.5666,Lead-acid,99.5623,0.04085,0.24158,3.4258,10.3495,67.3078,High
13.0892,8.9297,51.8959,289.0460,Li-ion,116.8828,0.04174,0.39823,3.6241,33.9910,64.2183,High
11.5463,2.0476,31.2344,290.4064,Lead-acid,23.6424,0.01064,0.48281,0.4276,77.9911,75.0016,Low
13.3923,1.9932,50.5264,170.7649,Li-ion,26.6930,0.04032,0.11680,3.7851,38.0374,71.7513,High
11.5006,3.9845,25.7871,261.1663,Lead-acid,45.8245,0.02532,0.49689,0.7973,44.2977,78.8270,Medium
10.6003,6.1167,20.4642,62.0537,Lead-acid,64.8382,0.00612,0.11363,1.9405,83.8020,88.7528,Medium
10.3278,0.6367,56.5733,170.8014,Li-ion,6.5756,0.04824,0.29449,3.9311,25.1370,68.9267,High
12.4845,4.5480,25.2385,239.1000,Lead-acid,56.7792,0.00912,0.21039,2.1986,80.0250,78.1132,Medium
10.6281,1.5521,37.6258,272.8620,NiMH,16.4956,0.02606,0.24434,1.2120,53.3474,75.0091,Medium
12.4393,4.1454,59.2992,131.8409,NiMH,51.5664,0.04434,0.13977,3.6019,23.4141,66.0574,High
13.0799,7.6960,30.4129,481.0070,Lead-acid,100.6626,0.01452,0.23484,0.8448,65.8993,64.4088,Low
10.6835,5.9285,57.1181,338.0526,Li-ion,63.3370,0.04276,0.36797,3.6255,31.8327,55.1308,High
10.4065,4.9688,52.7468,63.0585,Li-ion,51.7074,0.03489,0.07947,3.5377,44.4791,74.9662,High
