voltage,current,temperature,time,battery_type,power,voltage_drop_rate,temp_change_rate,current_spike,soc,soh,risk
13.3786,1.0493,31.655,51.13,Li-ion,14.0375,0.009247,0.13848,0.5139,82.0627,76.2498,Low
13.6346,0.7142,26.5727,27.75,NiMH,9.7384,0.010487,0.12759,0.5346,65.9726,85.8101,Medium
10.9243,7.6446,55.076,360.23,Li-ion,83.5121,0.038231,0.18592,3.1206,18.9481,31.5933,High
13.5776,1.8363,22.0939,71.7,NiMH,24.932,0.001701,0.14933,0.0134,91.8859,89.0845,Medium
13.881,3.6013,20,27.0,Lead-acid,49.9902,0.015696,0.0186,1.2528,55.8703,93.2758,Low
12.3992,1.1403,31.3938,166.07,NiMH,14.1385,0.007759,0.22277,0,77.0695,69.0139,Low
11.4215,8.8859,57.9456,301.27,Lead-acid,101.49,0.040375,0.19317,4.0186,13.8926,36.2636,High
10.8176,10,50.0084,345.21,Lead-acid,108.1764,0.048705,0.1383,4.707,9.659,40.0034,High
13.057,4.2277,48.051,198.3,NiMH,55.2008,0.019345,0.37136,2.1197,51.2785,48.1075,Medium
13.2286,1.3832,23.2896,144.02,NiMH,18.2982,0.001325,0.14754,0.9332,91.0374,83.1722,Low
11.9195,8.8769,55.5938,362.53,Li-ion,105.8078,0.03319,0.11603,4.2269,36.236,37.3669,High
13.5972,2.1081,28.7575,68.4,NiMH,28.6642,0.006465,0.03312,0.9295,82.9567,75.1129,Low
11.5859,7.2013,56.1855,369.44,Lead-acid,83.433,0.048212,0.14805,2.4407,1.7577,36.139,High
13.276,1.3907,29.0681,123.74,Li-ion,18.4632,0.001,0.08099,0.6936,100,78.7782,Low
11.3967,5.7183,44.7126,201.35,Li-ion,65.17,0.021557,0.30535,1.0718,53.2913,52.8087,Medium
12.7125,3.3602,35.4015,13.45,NiMH,42.717,0.007744,0.13005,0.7401,84.1846,73.0869,Low
12.3442,1.2837,22.9603,75.29,Li-ion,15.8467,0.011964,0.1099,0.6803,81.1345,88.0941,Low
12.3705,2.6666,30.4827,28.28,NiMH,32.9872,0.013223,0.0866,0.4261,64.841,89.0683,Medium
12.8209,0.9758,30.1466,161.13,Lead-acid,12.5109,0.004305,0.22367,0.9801,83.803,71.1712,Low
13.5573,1.6451,30.629,22.1,Lead-acid,22.3031,0.007002,0.03417,1.0181,78.5167,82.1716,Low
11.9798,5.9899,42.3314,255.49,Lead-acid,71.7575,0.024929,0.28934,1.3424,49.1639,49.4166,Medium
12.0254,7.0955,60,452.09,Lead-acid,85.3264,0.03111,0.12458,4.6621,34.719,29.6831,High
12.7284,2.6525,30.5328,128.49,NiMH,33.762,0.002011,0.11411,0.4809,86.9065,74.6448,Low
11.1916,5.9344,39.2386,255.71,Li-ion,66.4149,0.020476,0.25092,1.9041,62.1693,49.8402,Medium
12.2259,3.4151,39.7251,296.01,Lead-acid,41.7522,0.02695,0.16956,2.9003,50.0204,68.1838,Medium
13.7565,2.306,21.5357,93.53,Li-ion,31.723,0.012472,0.10944,0.427,73.4086,95.2414,Low
13.1232,1.5408,22.6619,41.64,Lead-acid,20.2208,0.003657,0.04708,0.3509,92.5162,85.3539,Low
10.923,7.6288,47.8789,326.21,Lead-acid,83.3295,0.045355,0.33078,3.6305,7.0129,49.083,High
12.8173,2.6407,29.2804,99.94,Lead-acid,33.8471,0.014157,0.18461,0.2397,69.384,74.2399,Medium
12.419,2.751,32.4154,126.43,Li-ion,34.1652,0.010739,0.05533,1.1567,82.7499,77.044,Low
13.9795,3.0,23.9052,179.15,Lead-acid,41.9381,0.002152,0.18152,0,100,81.7257,Low
13.7582,0.5,20,10,NiMH,6.8791,0.011717,0.09482,0.2858,80.5396,100,Low
10.2008,9.8406,49.4512,421.86,Lead-acid,100.3818,0.044575,0.28531,2.5614,3.9179,38.6878,High
10.6268,5.9434,56.4668,321.83,NiMH,63.159,0.049465,0.41512,2.7977,18.5085,32.8088,High
12.8227,1.2266,34.4716,89.83,Lead-acid,15.7286,0.007673,0.23598,0.3633,86.0936,80.2822,Low
13.9974,2.1684,25.7894,63.2,Lead-acid,30.352,0.008495,0.05461,0.6079,72.5197,89.0185,Low
13.2457,0.5109,29.8445,98.89,NiMH,6.7677,0.01241,0.22158,0.4637,73.5748,87.6214,Medium
12.074,4.2535,40.6113,334.49,Lead-acid,51.3572,0.019455,0.0543,1.3702,52.5831,55.3717,Medium
12.2727,2.4414,24.9655,55.48,Li-ion,29.9621,0.012582,0.13852,0.3406,73.0943,78.1709,Low
10.7369,10,52.2636,368.83,NiMH,107.3693,0.046275,0.197,3.559,17.3428,27.9744,High
12.7859,1.8443,24.2239,66.93,NiMH,23.5815,0.001457,0.02063,1.2935,82.3888,86.2061,Low
11.961,6.3658,42.1708,210.17,Li-ion,76.141,0.019682,0.09627,0.5087,56.2986,56.3962,Medium
11.1456,5.934,44.2624,472.1,Li-ion,66.1375,0.05,0.27704,4.3475,4.5201,42.4291,High
10.9581,7.4347,57.04,450.15,Li-ion,81.4702,0.029786,0.16456,1.6936,49.4733,21.0481,High
11.0426,7.637,48.2193,368.14,Lead-acid,84.3328,0.040919,0.38993,4.1676,23.9887,49.5767,High
13.1384,2.3518,20.9133,178.25,Li-ion,30.899,0.002297,0.06167,0.8492,87.8353,87.053,Low
12.872,2.4164,21.1919,179.62,Li-ion,31.1036,0.0027,0.06078,0.5149,99.9514,89.5134,Low
12.1988,5.5658,42.4593,282.7,Li-ion,67.896,0.028065,0.25914,0.8341,47.6695,53.4913,Medium
12.3242,5.1208,43.3624,228.09,NiMH,63.109,0.020131,0.24046,3.014,56.4052,55.7537,Medium
12.9042,0.9483,31.82,138.99,Lead-acid,12.2365,0.014213,0.16317,0.9383,70.5506,79.7577,Medium
13.5468,3.0889,23.1658,126.7,Lead-acid,41.8447,0.009738,0.10564,1.1047,76.2955,86.7282,Low
11.6732,4.9438,45.7243,171.91,NiMH,57.71,0.016849,0.1163,1.6661,70.0597,49.2748,Medium
12.1974,9.1224,58.8619,304.93,NiMH,111.2697,0.049593,0.24892,4.8844,13.7865,35.768,High
13.9932,1.8178,31.7262,12.82,Lead-acid,25.4373,0.004835,0.06666,1.083,87.8148,80.3431,Low
11.4637,5.0929,32.7021,274.36,Lead-acid,58.384,0.017113,0.21837,1.0065,63.9162,66.3403,Medium
12.4646,2.5227,29.1728,96.47,NiMH,31.4442,0.009811,0.04644,0.7058,77.7581,74.6741,Medium
11.7734,9.7174,47.3953,286.43,Lead-acid,114.4059,0.02837,0.38539,3.047,40.8662,51.4021,High
11.8979,4.0607,47.4123,184.19,Li-ion,48.3136,0.020262,0.31948,2.4457,61.1365,43.0121,Medium
11.9437,7.9052,54.0129,458.15,NiMH,94.417,0.041232,0.10531,1.7211,36.5857,29.6193,High
12.4514,3.1156,25.4996,125.55,Lead-acid,38.794,0.003287,0.02808,0.5339,77.6644,80.4521,Low
10.4127,7.8278,57.8309,497.24,NiMH,81.5082,0.031634,0.14571,2.6604,54.8222,16.4769,High
11.6029,3.8718,37.4658,288.65,NiMH,44.9244,0.017997,0.22402,2.4796,62.4121,52.174,Medium
13.3183,1.5706,21.9382,36.42,Lead-acid,20.9181,0.011947,0.12194,1.033,73.098,87.1494,Low
11.3609,3.2259,37.2038,195.56,Li-ion,36.649,0.026981,0.20977,2.4968,54.8994,62.564,Medium
12.7041,3.7811,47.2439,170.62,Lead-acid,48.0352,0.023281,0.10165,1.3239,57.5593,52.597,Medium
13.5352,2.9155,37.8248,108.42,NiMH,39.4614,0.006531,0.35366,0.6282,85.8913,62.5119,Low
13.7999,2.3281,20.8517,71.59,Li-ion,32.1271,0.006908,0.12215,0.7845,76.8599,92.586,Low
13.0135,4.9946,37.504,281.52,NiMH,64.9969,0.017382,0.22858,2.0632,70.1579,65.9296,Medium
11.9334,6.2602,41.3498,139.99,NiMH,74.7058,0.019878,0.21409,1.8246,57.3817,70.6757,Medium
12.3694,4.7548,34.858,357.44,Lead-acid,58.8145,0.023177,0.16271,0.7685,44.9017,64.4111,Medium
13.5817,1.2034,26.2389,68.27,Li-ion,16.3441,0.010277,0.1571,0.0012,76.2028,89.6847,Low
12.6681,5.2687,36.5308,308.87,Li-ion,66.7446,0.021293,0.20582,1.7261,58.9277,59.9661,Medium
12.1152,3.2117,24.7516,105.36,Lead-acid,38.9102,0.003195,0.19785,0.3668,85.2313,82.9919,Medium
12.5773,1.1604,29.3344,107.96,NiMH,14.5944,0.01026,0.21798,0,85.4966,77.9829,Low
12.2943,2.1464,27.4425,125.52,Li-ion,26.3886,0.011418,0.0841,0.1458,75.5729,84.0605,Low
11.0532,8.5959,57.9397,458.64,Li-ion,95.012,0.030804,0.33985,4.171,40.4308,27.1002,High
13.1347,1.7372,30.3482,38.17,NiMH,22.817,0.001025,0.1625,0.8165,95.0387,78.1105,Medium
12.9908,0.752,31.6937,151.37,Li-ion,9.7696,0.008952,0.15498,0.0868,84.0096,76.7669,Medium
12.0583,7.0553,44.5443,456.23,NiMH,85.0749,0.033674,0.30967,3.5513,41.7276,41.3041,High
11.0856,8.0207,60,328.44,Li-ion,88.9138,0.032092,0.37183,4.8117,48.1227,27.538,High
11.786,9.6155,53.3115,492.41,Lead-acid,113.3282,0.042282,0.23284,3.0369,24.8878,37.3056,High
10.5832,9.697,50.0184,334.86,Lead-acid,102.6255,0.033751,0.35839,4.9193,23.8057,49.7154,High
10.5303,8.7497,60,411.41,NiMH,92.1364,0.030599,0.34405,2.7191,41.0417,24.5322,High
13.6745,2.6,35.9575,127.66,Li-ion,35.5543,0.007485,0.10338,0.7615,88.1855,75.3992,Medium
10.1678,6.381,54.8011,365.48,Li-ion,64.8808,0.05,0.44758,2.2212,5.272,29.0212,High
13.6836,2.3724,34.6735,126.83,Li-ion,32.4629,0.012686,0.08654,0.6246,66.6976,59.5533,Low
13.6418,3.0823,29.282,20.47,NiMH,42.0485,0.007135,0.07735,1.2442,90.5419,97.3195,Medium
11.7017,6.8166,57.3204,321.62,Li-ion,79.7651,0.028143,0.2279,3.2512,48.424,29.8624,High
11.4895,3.5669,40.8158,291.6,Lead-acid,40.9817,0.024503,0.04562,1.5702,59.1536,57.253,Medium
12.2028,5.0622,41.0346,255.49,NiMH,61.7736,0.017066,0.25639,1.9141,66.6974,54.0291,Medium
13.2543,2.7728,36.1785,15.16,Lead-acid,36.7521,0.007321,0.05476,0.1817,91.2523,72.2973,Low
13.9071,3.5266,23.7301,136.16,NiMH,49.0454,0.011319,0.12282,0.354,68.1711,77.2578,Medium
10.9064,7.4672,51.8515,500,NiMH,81.4397,0.041015,0.10969,4.1401,32.101,23.1317,High
13.2639,1.3649,36.477,115.12,Li-ion,18.1043,0.014104,0.01,0.3171,68.5879,61.9805,Medium
13.5164,3.5511,20,115.96,NiMH,47.998,0.002359,0.12806,0.6267,94.1563,90.1132,Low
12.4286,2.3693,28.7216,100.6,NiMH,29.4467,0.012413,0.12493,0.7292,75.5048,75.2497,Low
10.9947,9.7687,57.3415,476.06,Li-ion,107.4037,0.033786,0.4022,5,44.622,21.5576,High
10,7.2816,48.8617,335.0,NiMH,72.8156,0.032016,0.39845,2.6953,43.6685,37.6269,High
11.2281,9.6593,57.0568,369.07,Li-ion,108.4547,0.047,0.30174,3.8129,26.2397,25.8331,High
13.661,3.0798,27.9104,150.84,NiMH,42.0736,0.007651,0.19017,0.3515,81.686,84.1172,Low
11.7396,6.0998,48.3141,231.1,Li-ion,71.6094,0.017512,0.362,1.4953,61.022,43.1024,Medium
11.9565,6.5188,34.5509,334.57,Li-ion,77.9414,0.031433,0.15112,1.2026,45.5777,59.4886,Medium
11.4692,6.0928,36.4328,314.63,NiMH,69.8796,0.01662,0.20492,0.6618,62.6076,62.027,Medium
10.9424,9.492,58.6319,319.65,NiMH,103.8653,0.040214,0.23069,5,17.2018,28.8523,High
11.6998,4.9973,35.8193,192.33,Lead-acid,58.4675,0.032659,0.176,1.13,42.3633,70.1977,Medium
12.0417,3.7876,41.7073,287.46,Li-ion,45.6097,0.019037,0.18255,1.1407,65.753,50.7888,Medium
13.4468,2.0135,36.9576,113.25,Li-ion,27.0751,0.016052,0.27268,1.0899,62.3249,69.3724,Low
10.2152,9.9118,50.3789,398.11,NiMH,101.2508,0.042036,0.24304,4.2018,25.9158,22.8568,High
14,2.21,33.3308,104.04,NiMH,30.9394,0.006147,0.13103,0.491,85.6033,67.6447,Low
10.462,7.8396,56.0873,428.46,Li-ion,82.0176,0.037971,0.13718,4.677,32.8166,24.372,High
12.39,0.5,31.2242,152.15,NiMH,6.195,0.010053,0.08292,0.6668,76.2652,71.8751,Low
10.737,8.5966,48.704,471.14,Lead-acid,92.3021,0.047959,0.25049,4.6735,9.3445,39.8083,High
10.3902,8.6607,50.3588,301.33,Lead-acid,89.9863,0.048638,0.37019,2.9483,0,54.539,High
12.6264,4.1225,36.627,284.55,NiMH,52.0517,0.024229,0.04812,1.5144,43.1997,62.7427,Medium
12.5834,3.0976,33.9194,120.13,Lead-acid,38.9783,0.007258,0.03966,0.0865,80.6127,79.8742,Low
12.6371,0.5,25.5745,174.13,NiMH,6.3186,0.008102,0.01267,0.3841,82.5412,79.2329,Low
13.6101,3.0971,30.6015,66.37,Li-ion,42.152,0.005381,0.16638,0.2831,85.9952,79.0303,Low
11.7071,5.2435,39.2128,163.66,NiMH,61.3857,0.019691,0.08599,0.9522,53.9836,57.6762,Medium
13.9878,1.52,21.1475,135.84,Li-ion,21.2612,0.002841,0.15524,0.8193,91.993,92.2021,Low
13.369,1.5505,20.6444,28.04,NiMH,20.729,0.011112,0.06652,0.0408,67.5175,93.1076,Low
11.7209,9.7287,57.2921,473.88,NiMH,114.0291,0.048093,0.03965,2.5393,5.4168,18.9047,High
13.275,1.9378,23.8471,148.37,NiMH,25.7236,0.011929,0.16351,0.6449,72.8012,79.6865,Low
11.2128,8.5235,48.7981,352.12,Li-ion,95.5725,0.043439,0.19797,3.2539,29.3939,39.8014,High
10.2979,10,55.6456,326.6,NiMH,102.9785,0.032156,0.18695,3.2683,53.2633,32.7522,High
11.3847,4.791,43.1688,274.78,NiMH,54.5437,0.026903,0.19052,1.6687,56.0389,50.8912,Medium
12.0864,4.9841,47.4488,288.13,NiMH,60.2402,0.026485,0.24124,2.5072,36.8191,45.6118,Medium
11.5787,8.6778,51.5669,473.01,NiMH,100.4772,0.04751,0.09715,2.5839,7.5544,19.619,High
11.4844,4.9026,37.541,318.25,NiMH,56.3037,0.016836,0.24621,2.0964,72.2116,46.3817,Medium
10.2398,8.411,51.0047,477.0,Lead-acid,86.1271,0.033125,0.29824,2.67,34.4199,32.2112,High
13.9703,1.1039,29.8425,37.65,Li-ion,15.4218,0.006959,0.04436,0.6137,83.719,76.0549,Low
13.2721,0.9776,29.6772,126.72,Li-ion,12.9747,0.00193,0.23187,0.5483,83.1565,75.6337,Low
12.5574,2.7208,36.5214,210.81,Lead-acid,34.1661,0.020624,0.23136,2.7734,53.0136,74.3931,Medium
13.9374,3.1513,26.5688,126.68,NiMH,43.9208,0.011358,0.18506,0.5777,81.961,81.6503,Low
13.8715,1.6326,36.3869,171.88,Li-ion,22.6469,0.007751,0.2707,0.3644,75.801,58.814,Medium
12.2509,3.0263,29.8019,61.96,NiMH,37.0753,0.002611,0.17659,1.0179,90.2852,81.201,Low
13.7538,1.8498,31.1141,155.91,NiMH,25.442,0.003855,0.10139,0.8675,88.8204,66.1709,Medium
13.5931,3.0111,29.9141,14.33,Lead-acid,40.9301,0.006286,0.23369,0.6677,80.9258,86.7783,Low
11.8694,8.979,49.9832,317.69,Li-ion,106.5748,0.042358,0.0127,3.5132,24.4682,42.9473,High
12.0187,4.5937,46.068,217.48,NiMH,55.2098,0.020477,0.25497,1.2241,59.8181,43.1621,High
12.1847,3.0653,27.9241,146.24,NiMH,37.3499,0.00413,0.15963,0.1665,83.3805,75.0504,Low
11.0411,6.3471,56.7515,475.46,Li-ion,70.0788,0.040329,0.03432,4.2829,14.6519,20.4761,High
11.3667,8.0067,51.1555,387.58,Li-ion,91.0097,0.042751,0.2155,1.8183,24.501,37.4391,High
10.7027,8.1149,51.6084,357.77,Lead-acid,86.8512,0.028542,0.08939,3.9984,34.2809,42.9985,High
13.2075,1.853,32.148,30.13,Li-ion,24.4735,0.006553,0.03868,1.1672,83.1991,85.2099,Low
10.814,7.2187,47.956,500,Li-ion,78.0625,0.037519,0.26972,4.3893,24.9341,20.2903,High
11.6113,7.7318,58.1545,392.06,Lead-acid,89.7764,0.045701,0.2286,3.7375,5.2725,40.7193,High
13.7121,0.8896,33.012,135.04,Li-ion,12.1976,0.009772,0.1327,0.0722,86.8877,62.8061,Medium
11.193,4.9364,42.9735,262.59,NiMH,55.253,0.02032,0.06736,1.3189,57.9576,52.7238,Medium
12.4504,4.6283,46.3778,241.35,NiMH,57.6244,0.017567,0.29809,1.9195,65.3932,52.2163,Medium
11.6979,4.6791,42.5165,290.26,Li-ion,54.7358,0.027208,0.07691,1.2733,56.0018,43.7004,Medium
13.2658,3.1543,25.7203,57.98,NiMH,41.8447,0.009002,0.13619,0.0439,69.3268,82.7324,Low
11.8091,7.2527,55.4533,482.94,Lead-acid,85.6477,0.033685,0.13209,2.7455,37.3994,34.3932,High
12.6985,5.7034,33.5172,260.56,Lead-acid,72.425,0.014179,0.19625,1.7026,58.8966,68.2776,Medium
13.5061,2.9624,21.0373,111.52,Lead-acid,40.0101,0.016728,0.1006,1.0566,54.9026,86.4118,Low
12.2526,3.9285,39.7397,138.84,NiMH,48.1344,0.018901,0.21285,1.2989,61.5586,64.2723,Medium
12.9198,1.2838,33.5484,93.48,Lead-acid,16.5868,0.009604,0.07256,0.9617,78.1147,76.1269,Low
13.3828,3.2103,27.6613,91.59,Lead-acid,42.9635,0.004651,0.01933,0.2392,87.2388,79.4554,Low
12.1626,4.7151,44.14,303.69,Lead-acid,57.3475,0.029647,0.08584,2.5737,45.1308,53.2744,Medium
12.4678,2.9575,29.0205,143.68,Lead-acid,36.874,0.013115,0.13197,0.1547,67.2466,82.6266,Medium
13.3302,0.8849,20.4351,10,Li-ion,11.7964,0.006509,0.14595,1.2574,82.4975,86.9603,Low
13.8912,1.8768,20,41.3,Li-ion,26.071,0.005197,0.16183,1.2116,85.6972,94.8196,Low
12.2377,6.5593,36.4551,256.32,Lead-acid,80.2704,0.022372,0.11471,2.7186,54.4502,67.1787,Medium
12.8192,6.1788,36.8494,190.59,Li-ion,79.2069,0.023922,0.3021,1.0315,53.567,61.2042,Medium
10.5089,6.07,53.9497,443.08,Li-ion,63.7898,0.031366,0.32712,3.6914,33.4708,24.0168,High
12.2573,4.0979,45.649,309.46,Li-ion,50.2294,0.020276,0.13299,2.5286,69.4078,40.4847,Medium
12.5897,1.6771,32.3048,47.9,NiMH,21.1148,0.008848,0.01,0,74.3357,72.4491,Low
10.5453,7.2602,44.9086,474.39,Li-ion,76.5607,0.042518,0.28492,4.1053,17.3539,33.4294,High
10.2263,7.8495,48.5894,321.72,NiMH,80.2715,0.040659,0.27297,2.2544,22.2645,42.5828,High
10.6415,8.4179,55.0574,500,Li-ion,89.5794,0.041747,0.28553,3.6379,23.2553,17.7706,High
12.5572,1.5714,34.1392,112.23,Li-ion,19.7325,0.013547,0.16264,0,68.9487,74.6444,Low
11.2909,4.9925,44.2824,241.39,Lead-acid,56.3705,0.022097,0.15992,2.387,41.7533,57.0683,High
12.2098,7.6598,47.5823,400.49,Li-ion,93.524,0.031638,0.18114,4.3295,39.7733,43.9819,High
12.5499,3.7369,20,116.31,Li-ion,46.8975,0.002519,0.01,0.3463,82.3737,82.5355,Low
11.2805,6.3504,50.4251,384.07,Li-ion,71.6359,0.0306,0.21284,3.1876,45.9052,32.4656,Medium
13.5221,0.5,21.0076,46.24,Lead-acid,6.7611,0.004582,0.15617,0.7229,78.1089,85.0547,Low
12.963,0.8192,35.4911,178.72,Lead-acid,10.6187,0.014157,0.11227,1.0211,68.484,71.5017,Medium
12.7459,1.4825,31.7322,81.65,NiMH,18.8965,0.003288,0.12636,0.4326,88.4536,73.7927,Medium
13.9032,1.2738,32.4595,84.41,Li-ion,17.71,0.008833,0.22472,0.8925,76.716,72.0149,Medium
12.0574,3.6172,46.0251,320.78,Lead-acid,43.614,0.016524,0.02807,2.3414,62.364,50.919,Medium
12.1913,1.7123,20.8756,136.93,Li-ion,20.8754,0.014796,0.18498,1.1493,68.6521,90.8853,Low
11.6907,7.437,47.4306,397.0,Li-ion,86.9437,0.030421,0.29891,3.9683,44.0455,44.4027,High
10.7375,8.3743,55.3447,364.68,NiMH,89.9194,0.033773,0.06665,4.798,47.4361,30.4977,High
10.91,5.2876,60,461.2,Li-ion,57.688,0.041494,0.20489,2.8856,18.8069,25.8755,High
11.9774,6.7218,45.7434,245.43,NiMH,80.51,0.027072,0.08669,2.3117,47.2556,51.0345,High
12.8885,1.5614,35.3644,20.73,Lead-acid,20.1237,0.010875,0.09765,0.5174,72.507,81.4961,Medium
11.2882,7.8944,51.8688,310.8,Li-ion,89.1138,0.033308,0.0588,3.3806,30.7146,37.4018,High
12.8021,3.4844,39.5744,315.1,NiMH,44.6081,0.02299,0.35009,1.2431,54.4765,50.8467,Medium
12.8122,2.77,20.1411,106.87,Li-ion,35.49,0.015223,0.11472,0.1746,75.0186,91.6091,Medium
12.6557,4.6553,39.3377,134.75,NiMH,58.9161,0.016742,0.31583,1.6177,76.6865,66.4197,Medium
12.2658,0.9208,24.7052,36.44,Li-ion,11.2939,0.004273,0.02772,0,78.0844,87.568,Low
12.19,4.9044,43.5187,333.17,NiMH,59.7847,0.016638,0.32131,1.4862,66.815,52.5712,Medium
12.8328,4.8925,37.1233,158.1,NiMH,62.7844,0.026427,0.12996,1.968,60.2804,68.6649,Medium
12.4508,1.2427,22.5636,147.3,Lead-acid,15.4727,0.014375,0.03507,0.367,59.97,88.3906,Medium
12.9418,3.2061,35.7054,244.25,NiMH,41.4924,0.032191,0.23611,1.8038,35.9299,71.6377,Medium
10.48,9.8028,55.3561,477.5,NiMH,102.7334,0.039971,0.20245,3.0323,29.0024,17.6724,High
11.6064,6.4204,50.1566,184.26,Lead-acid,74.5174,0.014052,0.30803,3.0387,73.5062,61.836,Medium
13.0701,1.8852,29.0271,142.95,NiMH,24.6392,0.006134,0.19538,0.1707,77.4994,77.581,Low
11.8458,5.3302,57.1522,474.41,Li-ion,63.1405,0.034116,0.24343,4.0964,43.9555,21.9754,High
14,3.4053,31.4848,34.56,Li-ion,47.6747,0.003498,0.01849,0.2349,100,85.352,Low
12.1526,2.3432,37.4785,40.53,Lead-acid,28.4755,0.010417,0.24573,0.7277,86.7879,71.292,Medium
13.3451,1.9786,27.0734,20.18,Li-ion,26.4041,0.014642,0.12783,0.3319,64.1475,82.6105,Low
12.2431,3.0175,31.406,32.23,Li-ion,36.9431,0.012876,0.20847,0,69.7727,79.7979,Low
10.7883,8.1877,46.0335,392.66,Lead-acid,88.3313,0.04126,0.34527,4.5025,7.8447,47.5573,High
12.4111,0.9715,29.6001,41.65,Li-ion,12.0572,0.001,0.08257,0.7447,84.7408,81.5531,Low
13.613,2.8199,32.3417,163.6,Li-ion,38.3872,0.013732,0.14037,0.2192,82.3996,62.7392,Medium
11.7265,9.2893,56.7565,385.75,Lead-acid,108.9311,0.028458,0.18995,3.4661,44.1754,31.2302,Medium
12.7178,2.8152,45.6045,230.51,Li-ion,35.8031,0.016124,0.25227,2.1378,62.7922,56.9023,Medium
12.0809,7.3895,51.8855,330.79,NiMH,89.2712,0.036844,0.39703,3.9697,29.9543,34.1619,High
11.9446,3.1135,41.4655,310.92,Li-ion,37.1891,0.016254,0.18351,1.9736,65.4372,54.4805,Medium
12.9577,5.801,38.2581,342.01,Lead-acid,75.1682,0.020073,0.14032,2.9532,55.1754,56.864,High
12.6588,2.0647,33.2127,10,Lead-acid,26.1366,0.011652,0.17813,0.356,66.7439,88.5562,Medium
10.5801,8.2855,54.4589,376.91,NiMH,87.6614,0.03372,0.1118,3.0204,28.1761,37.6946,High
10.754,6.2147,54.1319,320.4,Li-ion,66.8336,0.045294,0.01,2.982,16.4854,28.3453,High
12.7871,3.5576,37.5369,215.81,NiMH,45.4907,0.023544,0.08163,2.2501,48.494,62.05,Medium
13.2689,1.0039,30.136,145.57,Li-ion,13.3202,0.001833,0.0439,1.2759,88.3557,77.5451,Low
11.179,8.8625,56.9942,348.95,Lead-acid,99.0744,0.045891,0.25182,2.8204,9.0034,35.516,High
11.8284,5.455,35.9232,243.52,Li-ion,64.5236,0.019996,0.29048,0.5402,48.678,64.8555,Medium
12.698,6.1831,41.7053,296.86,Li-ion,78.5133,0.019781,0.24862,2.2483,57.0925,51.0512,Medium
11.4453,5.6767,42.0056,210.9,Li-ion,64.971,0.029057,0.0349,2.8805,40.4455,63.8725,Medium
12.0705,1.6047,31.4358,127.7,Li-ion,19.369,0.003972,0.1995,1.2021,81.8799,81.3617,Low
11.5263,5.1579,48.7315,293.47,Li-ion,59.452,0.017784,0.0662,1.9543,61.8441,37.7756,Medium
11.7923,5.3009,38.698,222.2,Li-ion,62.5105,0.022026,0.03371,1.6192,51.817,56.0626,Medium
11.5003,6.1056,45.96,312.49,NiMH,70.2165,0.020762,0.04848,2.9516,58.9993,44.8157,Medium
12.6768,2.2497,28.3199,100.25,NiMH,28.5186,0.007946,0.01,0.6157,80.0467,78.5415,Low
11.6831,8.7757,57.2767,343.57,NiMH,102.5272,0.039491,0.08935,3.6926,34.2466,38.4539,High
11.0777,7.2228,48.977,390.12,Lead-acid,80.0117,0.031095,0.34867,2.7718,41.8985,40.663,High
11.0969,6.6162,52.3057,378.57,Lead-acid,73.4196,0.039985,0.16328,3.4556,21.4205,45.0383,High
11.8567,4.8421,41.4147,224.8,NiMH,57.4111,0.017325,0.18172,2.33,69.6865,50.5054,Medium
13.7233,1.5843,31.1352,65.15,Li-ion,21.7419,0.007496,0.08635,0.5488,88.7496,75.6531,Low
12.1838,3.0724,34.1112,220.38,NiMH,37.433,0.016765,0.15007,2.4562,64.041,64.8543,Medium
11.2701,8.8758,47.2538,327.83,Lead-acid,100.0315,0.029647,0.4116,4.0481,39.0941,56.475,High
11.447,5.99,40.0197,147.86,Lead-acid,68.5679,0.017108,0.07337,2.0455,59.7287,70.5565,Medium
12.8013,1.5104,34.8584,58.54,Li-ion,19.3356,0.011398,0.09292,0.3334,75.5295,72.5299,Low
12.9607,1.2366,23.3696,72.48,Li-ion,16.0266,0.005602,0.04394,0.3446,81.1934,92.5296,Low
13.4204,2.4376,26.3429,160.31,Lead-acid,32.714,0.004006,0.02529,0.3849,71.4293,82.9125,Low
11.8328,6.937,48.4341,348.04,Li-ion,82.0847,0.041762,0.10772,3.6765,10.4036,44.635,High
12.3335,6.6823,37.3879,183.62,Lead-acid,82.4158,0.022827,0.14128,2.4164,47.6652,70.7279,Medium
12.8684,0.9591,30.3154,55.08,NiMH,12.3415,0.005998,0.24115,1.414,87.5087,87.028,Low
10.4958,5.7493,57.2675,472.4,NiMH,60.3437,0.027519,0.39987,3.5754,42.3768,22.6529,High
12.9558,5.4465,49.8791,291.97,Li-ion,70.5632,0.026874,0.28374,2.6144,56.7581,32.6717,Medium
13.8502,1.2022,23.9584,113.62,Lead-acid,16.6504,0.013406,0.13739,0.0921,66.7938,83.0238,Low
10.4661,6.6681,56.4623,500,Li-ion,69.7888,0.038186,0.01199,4.5823,16.1155,17.905,High
13.1744,1.4187,34.8065,66.19,Lead-acid,18.6903,0.0094,0.17227,1.1422,70.4224,84.8557,Medium
11.2812,6.9024,48.3119,461.54,Lead-acid,77.8669,0.028024,0.197,4.7155,36.5076,41.4732,High
11.8073,4.1287,41.0763,314.61,Lead-acid,48.7488,0.021818,0.19738,1.5388,59.1936,57.2101,Medium
